the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.89373457974455 40.84275471462412),2,Bronx,206,15,79,32,15,BX03551,SW,CROTONA AV,E 175 ST,-73.893.736,40.842.763,Tremont,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86024359038277 40.84653471232987),2,Bronx,211,13,80,33,15,BX03552,NE,MORRIS PARK AV,DELANCEY PL,-73.860.245,40.846.543,Pelham Parkway-Van Nest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90278957464125 40.87824570778392),2,Bronx,208,14,81,31,13,BX03553,NE,W 231 ST,BAILEY AV,-73.902.791,40.878.254,Kingsbridge Heights-Van Cortlandt Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8944085796301 40.834945716007624),2,Bronx,203,16,79,32,15,BX03557,SW,Claremont Pkwy,BOSTON RD,-7.389.441,40.834.954,Crotona Park East,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82151960394813 40.82164171574769),2,Bronx,210,13,82,34,14,BX03558,NW,DEWEY AV,CALHOUN AV,-73.821.521,4.082.165,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90985557521331 40.83713171571095),2,Bronx,204,16,77,32,15,BX03559,SW,E 170 ST,FINDLAY AV,-73.909.857,4.083.714,Mount Eden-Claremont (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94615856636219 40.789298726880716),1,Manhattan,111,8,68,29,13,MN01002,NE,3 AV,E 102 ST,-7.394.616,40.789.307,East Harlem (South),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.94433056596415 40.79181172584513),1,Manhattan,111,8,68,29,13,MN01005,NE,3 AV,E 106 ST,-73.944.332,4.079.182,East Harlem (South),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.95217456266636 40.803377724197226),1,Manhattan,110,9,70,30,13,MN01006,NE,ADAM CLAYTON POWELL BLVD,W 116 ST,-73.952.176,40.803.386,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.952076563737 40.80291472443349),1,Manhattan,110,9,70,30,13,MN01007,SE,W 116 ST,ADAM CLAYTON POWELL BLVD,-73.952.078,40.802.923,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95566556173728 40.80418172427273),1,Manhattan,110,9,70,30,13,MN01009,SW,FREDERICK DOUGLASS BLVD,W 116 ST,-73.955.667,4.080.419,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95392357573196 40.58290176716197),3,Brooklyn,315,48,45,23,8,BR0595,SE,SHORE BLVD,EMMONS AV,-73.953.925,4.058.291,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,AE,,1
POINT (-73.96203757219601 40.607423762564515),3,Brooklyn,315,44,45,22,9,BR0598,NW,CONEY ISLAND AV,KINGS HWY,-73.962.039,40.607.432,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96146257242758 40.607386762384834),3,Brooklyn,315,48,45,22,9,BR0599,SE,KINGS HWY,CONEY ISLAND AV,-73.961.464,40.607.395,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9598775719903 40.60815876224975),3,Brooklyn,315,48,45,22,9,BR0608,NE,KINGS HWY,E 13 ST,-73.959.879,40.608.167,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95530857396072 40.60996176225956),3,Brooklyn,315,48,41,22,9,BR0609,SE,KINGS HWY,E 18 ST,-7.395.531,4.060.997,Madison,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94984557684273 40.59034076598339),3,Brooklyn,315,48,41,22,8,BR0615,SW,OCEAN AV,AV Y,-73.949.847,40.590.349,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.93472758193808 40.58416176641639),3,Brooklyn,315,48,41,23,8,BR0621,NW,EMMONS AV,FORD ST,-73.934.729,4.058.417,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.9729965691359 40.59707076538892),3,Brooklyn,315,47,45,17,9,BR0625,NE,AV U,MCDONALD AV,-73.972.998,40.597.079,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96898157027005 40.59059776601174),3,Brooklyn,315,47,45,23,8,BR0628,SE,AV X,E 1 ST,-73.968.983,40.590.606,Gravesend (South),X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.94708557417941 40.655835752984025),3,Brooklyn,309,40,43,20,9,BR0684,NE,NEW YORK AV,CLARKSON AV,-73.947.087,40.655.844,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95591257153674 40.65017475373027),3,Brooklyn,314,40,42,21,9,BR0688,SW,BEDFORD AV,CHURCH  AV,-73.955.914,40.650.183,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95534857177164 40.65047975398202),3,Brooklyn,317,40,42,21,9,BR0700,NW,CHURCH AV,BEDFORD AV,-7.395.535,40.650.488,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92830858206543 40.614700759728635),3,Brooklyn,318,46,59,21,8,BR0743,NW,FLATBUSH AV,FILLMORE AV,-7.392.831,40.614.709,Marine Park-Mill Basin-Bergen Beach,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.96006456990357 40.655484753372356),3,Brooklyn,314,40,43,20,9,BR9001,SW,PARKSIDE AV,FLATBUSH AV,-73.960.066,40.655.493,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9043135723121 40.906562701746246),2,Bronx,208,11,81,33,15,BX0001,SW,RIVERDALE AV,W 259 ST,-73.904.315,40.906.571,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91520957014659 40.88433370673635),2,Bronx,208,11,81,33,15,BX0002,SW,Henry Hudson Pkwy West,W 232 ST,-73.915.211,40.884.342,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91685856968508 40.87896770763834),2,Bronx,208,11,81,33,15,BX0003,SE,KAPPOCK ST,KNOLLS CRESCENT,-7.391.686,40.878.976,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90912757255727 40.881131707085125),2,Bronx,208,11,81,31,13,BX0004,SE,W 231 ST,RIVERDALE AV,-73.909.129,4.088.114,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90531557334536 40.87926470774125),2,Bronx,208,11,81,31,13,BX0005,NW,W 231 ST,BROADWAY,-73.905.317,40.879.273,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90700657293928 40.876879708369906),2,Bronx,208,11,81,31,13,BX0007,SW,W 230 ST,BROADWAY,-73.907.008,40.876.888,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90932657284996 40.874484708335096),1,Manhattan,208,10,72,31,13,BX0008,NE,W 225 ST,BROADWAY,-73.909.328,40.874.493,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90919857267995 40.8747667081403),1,Manhattan,208,10,72,31,13,BX0009,NE,BROADWAY,W 225 ST,-739.092,40.874.775,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88905957894546 40.8828407063853),2,Bronx,208,11,81,33,15,BX0011,NW,SEDGWICK AV,DICKINSON AV,-73.889.061,40.882.849,Kingsbridge Heights-Van Cortlandt Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87879758161033 40.88133370595177),2,Bronx,207,11,81,33,15,BX0012,NW,E GUN HILL RD,BAINBRIDGE AV,-73.878.799,40.881.342,Norwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8658985859494 40.87709170643181),2,Bronx,212,12,83,36,15,BX0015,SE,E GUN HILL RD,WHITE PLAINS RD,-738.659,408.771,Williamsbridge-Olinville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83053359865633 40.87122570690374),2,Bronx,210,12,82,36,14,BX0018,SW,ASCH LOOP,ALCOTT PL,-73.830.535,40.871.234,Co-op City,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.82630759959419 40.87044070655677),2,Bronx,210,12,82,36,14,BX0019,SW,ASCH LOOP,COOP CITY BLVD,-73.826.309,40.870.449,Co-op City,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.82486160063476 40.86219970835748),2,Bronx,210,12,82,36,14,BX0020,NE,HUNTER AV,BOLLER AV,-73.824.863,40.862.208,Co-op City,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.82702660046007 40.852424709669144),2,Bronx,210,13,82,34,14,BX0021,SW,Bruckner Blvd,WESTCHESTER AV,-73.827.028,40.852.433,Pelham Bay Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82711060021495 40.85216271015704),2,Bronx,210,13,82,34,14,BX0022,SW,Bruckner Blvd,WILKINSON AV,-73.827.112,40.852.171,Pelham Bay Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82691860038105 40.852737710346105),2,Bronx,210,13,82,34,14,BX0023,SW,Bruckner Blvd,WESTCHESTER AV,-7.382.692,40.852.746,Pelham Bay Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82724359986075 40.85185570977699),2,Bronx,210,13,82,34,14,BX0024,NW,Bruckner Blvd,WILKINSON AV,-73.827.245,40.851.864,Pelham Bay-Country Club-City Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83207659950743 40.84658871167066),2,Bronx,210,13,82,34,14,BX0025,SE,CROSBY AV,WESTCHESTER AV,-73.832.078,40.846.597,Pelham Bay-Country Club-City Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82629160078035 40.843190711884674),2,Bronx,210,13,82,34,14,BX0026,NW,Bruckner Blvd,JARVIS AV,-73.826.293,40.843.199,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82853260085405 40.83332771343558),2,Bronx,210,13,82,34,14,BX0027,SE,E TREMONT AV,BRUCKNER BLVD,-73.828.534,40.833.336,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82798160094238 40.832892714259884),2,Bronx,210,13,82,34,14,BX0028,NW,E TREMONT AV,BRUCKNER BLVD,-73.827.983,40.832.901,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82543560252346 40.83000271423162),2,Bronx,210,13,82,34,14,BX0029,NE,E TREMONT AV,LAFAYETTE AV,-73.825.437,40.830.011,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86661258927316 40.82306471756882),2,Bronx,209,18,85,34,14,BX0034,SE,STORY AV,ROSEDALE AV,-73.866.614,40.823.073,Soundview-Clason Point,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.8498975944853 40.826472715587876),2,Bronx,209,18,87,34,14,BX0035,SW,Castle Hill Av,BRUCKNER BLVD,-73.849.899,40.826.481,Castle Hill-Unionport,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.84972159460071 40.82768971542679),2,Bronx,209,18,87,34,14,BX0036,NE,Bruckner Blvd,CASTLE HILL AV,-73.849.723,40.827.698,Castle Hill-Unionport,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85167259374155 40.833830714089856),2,Bronx,209,18,87,34,14,BX0037,SE,Castle Hill Av,WESTCHESTER AV,-73.851.674,40.833.839,Castle Hill-Unionport,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86177859056392 40.832897715202215),2,Bronx,209,18,87,34,14,BX0038,SW,WESTCHESTER AV,GRANT CIRCLE,-7.386.178,40.832.906,Castle Hill-Unionport,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86070659036675 40.838720713701996),2,Bronx,209,18,87,34,14,BX0041,NW,METROPOLITAN AV,UNION PORT RD,-73.860.708,40.838.729,Parkchester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85303859291461 40.842609713204894),2,Bronx,211,13,82,34,14,BX0043,NE,E TREMONT AV,CASTLE HILL AV,-7.385.304,40.842.618,Morris Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84412159464928 40.857883709753246),2,Bronx,211,13,80,34,14,BX0044,NW,PELHAM PKWY,EASTCHESTER RD,-73.844.123,40.857.892,Morris Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8616475888163 40.85748671038133),2,Bronx,211,13,80,33,15,BX0045,NE,PELHAM PKWY,BRONXWOOD AV,-73.861.649,40.857.495,Morris Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86999558527374 40.86526970932907),2,Bronx,211,15,80,36,15,BX0047,SE,ALLERTON AV,Bronx Park East,-73.869.997,40.865.278,Allerton,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86570158891709 40.84520571283882),2,Bronx,211,15,80,33,14,BX0048,SE,MORRIS PARK AV,WHITE PLAINS RD,-73.865.703,40.845.214,Pelham Parkway-Van Nest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87876558415007 40.83985071458998),2,Bronx,206,17,87,32,14,BX0049,SE,E TREMONT AV,E 177 ST,-73.878.767,40.839.859,West Farms,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,5
POINT (-73.88838158126451 40.836873714954415),2,Bronx,203,17,79,32,15,BX0050,SE,BOSTON RD,SOUTHERN BLVD,-73.888.383,40.836.882,Crotona Park East,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8977715785213 40.82924071670938),2,Bronx,203,17,79,32,15,BX0052,SW,PROSPECT AV,E 169 ST,-73.897.773,40.829.249,Morrisania,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89201258103733 40.82411771798118),2,Bronx,202,17,85,32,14,BX0053,SW,SOUTHERN BLVD,WESTCHESTER AV,-73.892.014,40.824.126,Longwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91053457533533 40.830955716747454),2,Bronx,204,16,77,32,15,BX0059,NW,WEBSTER AV,E 167 ST,-73.910.536,40.830.964,Concourse-Concourse Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92093157099343 40.835503716559934),2,Bronx,204,16,84,29,15,BX0062,SE,E 167 ST,RIVER AV,-73.920.933,40.835.512,Concourse-Concourse Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92158157137455 40.83591271638433),2,Bronx,204,16,84,29,15,BX0063,NW,E 167 ST,RIVER AV,-73.921.583,40.835.921,Concourse-Concourse Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91832057278668 40.83425071676213),2,Bronx,204,16,84,29,15,BX0064,SW,Grand Concourse,E 167 ST,-73.918.322,40.834.259,Concourse-Concourse Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90494357512023 40.86295371074475),2,Bronx,207,14,78,31,13,BX0069,NW,UNIVERSITY AV,W FORDHAM RD,-73.904.945,40.862.962,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89761857735004 40.86760470966995),2,Bronx,207,14,78,31,13,BX0072,SW,W KINGSBRIDGE RD,JEROME AV,-7.389.762,40.867.613,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89764357709491 40.86231771060195),2,Bronx,205,14,86,33,13,BX0075,SW,E FORDHAM RD,GRAND CONCOURSE,-73.897.645,40.862.326,Fordham Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89786957735542 40.86250171085),2,Bronx,207,14,78,33,13,BX0076,NW,E FORDHAM RD,E 190 ST,-73.897.871,4.086.251,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.896529577996 40.862482710665525),2,Bronx,207,15,78,33,13,BX0077,NE,E FORDHAM RD,GRAND CONCOURSE,-73.896.531,40.862.491,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89504557833638 40.8619837107019),2,Bronx,205,15,78,33,13,BX0078,SW,E FORDHAM RD,TIEBOUT AV,-73.895.047,40.861.992,Fordham Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84659559268508 40.87719370548327),2,Bronx,212,12,83,36,15,BX0089,NW,EASTCHESTER RD,BOSTON RD,-73.846.597,40.877.202,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89801257977174 40.81473171971354),2,Bronx,202,8,85,32,14,BX0245,SW,SOUTHERN BLVD,E 156 ST,-73.898.014,4.081.474,Longwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88799658277624 40.81633471914749),2,Bronx,202,17,84,29,14,BX0251,NE,HUNTS POINT AV,COSTER ST,-73.887.998,40.816.343,Hunts Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90037057818247 40.82236571810117),2,Bronx,202,17,85,32,15,BX0253,NE,PROSPECT AV,E 163 ST,-73.900.372,40.822.374,Longwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88601058366247 40.81485871938882),2,Bronx,202,17,84,29,14,BX0258,NW,HUNTS POINT AV,SPOFFORD AV,-73.886.012,40.814.867,Hunts Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88916258195889 40.818822718772815),2,Bronx,202,17,85,29,14,BX0259,NW,HUNTS POINT AV,SENECA AV,-73.889.164,40.818.831,Hunts Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91820857227282 40.82582171831022),2,Bronx,204,17,79,32,15,BX0287,NE,MORRIS AV,E 161 ST,-7.391.821,4.082.583,Concourse-Concourse Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91154657375587 40.84351671441116),2,Bronx,204,16,86,32,15,BX0293,NE,Grand Concourse,MT EDEN AV EAST,-73.911.548,40.843.525,Mount Eden-Claremont (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90125557904798 40.820231718813325),2,Bronx,202,17,85,32,15,BX03000,NE,PROSPECT AV,WESTCHESTER AV,-73.901.257,4.082.024,Longwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90364657797154 40.81493672015258),2,Bronx,201,8,84,29,15,BX03003,SW,PROSPECT AV,E 152 ST,-73.903.648,40.814.945,Melrose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91275857547211 40.8140887201892),2,Bronx,201,8,84,29,15,BX03004,SE,E 149 ST,ST ANN'S AV,-7.391.276,40.814.097,Mott Haven-Port Morris,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90876857666656 40.81305072065845),2,Bronx,201,8,84,29,15,BX03005,SE,E 149 ST,JACKSON AV,-7.390.877,40.813.059,Mott Haven-Port Morris,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89844957904141 40.827645717681975),2,Bronx,203,17,79,32,15,BX03007,SW,PROSPECT AV,HOME ST,-73.898.451,40.827.654,Longwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90464657684842 40.827362717236966),2,Bronx,203,16,79,32,15,BX03008,NE,BOSTON RD,E 166 ST,-73.904.648,40.827.371,Morrisania,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91623657333118 40.82942271799916),2,Bronx,204,16,77,32,15,BX03009,NE,MORRIS AV,E 165 ST,-73.916.238,40.829.431,Concourse-Concourse Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92485957118868 40.80983672194001),2,Bronx,201,8,84,29,15,BX03011,SE,E 138 ST,ALEXANDER AV,-73.924.861,40.809.845,Mott Haven-Port Morris,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.89578558046335 40.816578718977205),2,Bronx,202,17,85,32,14,BX03013,NE,SOUTHERN BLVD,LONGWOOD AV,-73.895.787,40.816.587,Hunts Point,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87514758556314 40.834159715594254),2,Bronx,209,18,85,32,14,BX03015,NW,E 174 ST,HARROD AV,-73.875.149,40.834.168,Soundview-Bruckner-Bronx River,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86201859048745 40.82367871691551),2,Bronx,209,18,85,34,14,BX03016,SE,STORY AV,THIERIOT AV,-7.386.202,40.823.687,Soundview-Clason Point,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.8838455822434 40.85367071201894),2,Bronx,206,15,78,33,15,BX03017,SW,CROTONA AV,E 187 ST,-73.883.847,40.853.679,Belmont,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85175359423268 40.81864671736896),2,Bronx,209,18,87,34,14,BX03018,NW,RANDALL AV,OLMSTEAD AV,-73.851.755,40.818.655,Castle Hill-Unionport,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86211659150086 40.817032718212445),2,Bronx,209,18,85,34,14,BX03020,SW,RANDALL AV,TAYLOR AV,-73.862.118,40.817.041,Soundview-Clason Point,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90371957538727 40.85268871229459),2,Bronx,205,14,86,33,15,BX03021,NW,Grand Concourse,E BURNSIDE AV,-73.903.721,40.852.697,Mount Hope,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90855857447038 40.84672471372742),2,Bronx,205,15,86,32,15,BX03022,SE,Grand Concourse,E 175 ST,-7.390.856,40.846.733,Mount Hope,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8948795777043 40.865834709997955),2,Bronx,207,14,78,33,13,BX03024,SW,Grand Concourse,E KINGSBRIDGE RD,-73.894.881,40.865.843,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84907159182252 40.8717287068421),2,Bronx,211,12,83,36,15,BX03026,SW,E GUN HILL RD,BURKE AV,-73.849.073,40.871.737,Pelham Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85162159315315 40.85042771094246),2,Bronx,211,13,80,34,15,BX03027,NW,Williamsbridge Rd,MORRIS PARK AV,-73.851.623,40.850.436,Morris Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83358959686494 40.88435970399674),2,Bronx,212,12,83,36,14,BX03028,NE,BOSTON RD,BIVONA ST,-73.833.591,40.884.368,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84537259291832 40.88621070446735),2,Bronx,212,12,83,36,16,BX03029,SE,E 229 ST,E 229 Dr South (Edenwald Ctr),-73.845.374,40.886.219,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83142259733124 40.88792970363647),2,Bronx,212,12,83,36,14,BX03030,NW,DYRE AV,LIGHT ST,-73.831.424,40.887.938,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86131158882908 40.869445708265225),2,Bronx,211,12,80,36,15,BX03031,SE,Bronxwood Av,ADEE AV,-73.861.313,40.869.454,Allerton,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84293459275786 40.88470770399241),2,Bronx,212,12,83,36,16,BX03032,SE,E 229 ST,SCHIEFFLEIN AV,-73.842.936,40.884.716,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8470055904851 40.901865700766045),2,Bronx,212,11,81,36,16,BX03033,NW,BAYCHESTER AV,E 241 ST,-73.847.007,40.901.874,Wakefield-Woodlawn,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8545775884817 40.898655702026296),2,Bronx,212,11,81,36,16,BX03034,NW,NEREID AV,WHITE PLAINS RD,-73.854.579,40.898.664,Wakefield-Woodlawn,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89415057838875 40.86381771051272),2,Bronx,207,15,78,33,13,BX03035,SE,E KINGSBRIDGE RD,E 192 ST,-73.894.152,40.863.826,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85181859123006 40.87282270649364),2,Bronx,212,12,83,36,15,BX03037,NW,E GUN HILL RD,GIVAN AV,-7.385.182,40.872.831,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85139959123194 40.872470706709876),2,Bronx,211,12,83,36,15,BX03038,SE,E GUN HILL RD,PEARSALL AV,-73.851.401,40.872.479,Pelham Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80982960794697 40.819660716259854),2,Bronx,210,13,82,34,14,BX03039,NW,Throgs Neck Expwy,PRENTISS AV,-73.809.831,40.819.669,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88348458101494 40.866889709421805),2,Bronx,207,15,78,33,15,BX03042,SE,Bedford Park Blvd,WEBSTER AV,-73.883.486,40.866.898,Belmont,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89130257963548 40.85382871230461),2,Bronx,206,15,78,33,15,BX03043,SW,3 AV,E 183 ST,-73.891.304,40.853.837,Belmont,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85166559371349 40.834598714206344),2,Bronx,210,18,87,34,14,BX03044,NE,Castle Hill Av,WESTCHESTER AV,-73.851.667,40.834.607,Westchester Square,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9123525742803 40.8411097148862),2,Bronx,204,16,77,32,15,BX03045,NE,Grand Concourse,E 172 ST,-73.912.354,40.841.118,Mount Eden-Claremont (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86603859008001 40.82112771708279),2,Bronx,209,18,85,34,14,BX03046,NW,SOUNDVIEW AV,LAFAYETTE AV,-7.386.604,40.821.136,Soundview-Clason Point,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88734458032505 40.87232170824196),2,Bronx,207,11,78,33,13,BX03047,NE,Grand Concourse,Bedford Park Blvd,-73.887.346,4.087.233,Bedford Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8853855804464 40.86991770835104),2,Bronx,207,15,78,33,13,BX03048,SE,Bedford Park Blvd,BAINBRIDGE AV,-73.885.387,40.869.926,Bedford Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90296957540119 40.86886070913723),2,Bronx,207,14,78,31,13,BX03049,SE,W KINGSBRIDGE RD,SEDGWICK AV,-73.902.971,40.868.869,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89675257450455 40.90975170136018),2,Bronx,208,11,81,33,15,BX03050,SW,BROADWAY,W 262 ST,-73.896.754,4.090.976,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87959358278255 40.8735707079034),2,Bronx,207,11,80,33,15,BX03051,SW,BAINBRIDGE AV,E 204 ST,-73.879.595,40.873.579,Norwood,X,AREA OF MINIMAL FLOOD HAZARD,
